"","Age","Employment","Education","Marital","Occupation","Income","Gender","Deductions","Hours","RISK_Adjustment","TARGET_Adjusted"
"5543793",20,"Private","College","Absent","Service",185072.43,"Female",0,20,0,0
"5547769",28,"Private","College","Married","Service",79749.71,"Female",0,40,0,0
"5549803",54,"SelfEmp_Other","Bachelor","Absent","Other_Unknown",79612.99,"Female",0,40,0,0
"5553113",58,"Private","HSgrad","Divorced","White_Collar",204682.96,"Female",0,40,0,0
"5554606",58,"Private","HSgrad","Divorced","Service",193492.7,"Female",0,25,0,0
"5555403",54,"Private","Bachelor","Married","White_Collar",34550.16,"Male",0,45,16270,1
"5556926",33,"Consultant","Bachelor","Married","Professional",126715.93,"Female",0,50,0,1
"5564122",44,"Government","HSgrad","Married","Blue_Collar",30781.3,"Male",0,40,0,0
"5564641",21,"SelfEmp_Other","Pre_HS","Absent","Other_Unknown",185594.22,"Male",0,40,0,0
"5570254",27,"Private","Pre_HS","Absent","Blue_Collar",110499.57,"Male",0,48,0,0
"5577857",37,"Private","College","Married","White_Collar",51634.23,"Male",0,60,0,1
"5577907",48,"SelfEmp_Other","College","Married","Service",26291.84,"Male",0,38,1498,1
"5583018",23,"Government","College","Absent","Other_Unknown",104833.65,"Male",0,40,0,0
"5583524",50,"Private","College","Divorced","Blue_Collar",5918.22,"Male",0,22,0,0
"5584507",68,"Private","HSgrad","Married","Blue_Collar",18759.1,"Male",0,45,3044,1
"5584551",43,"Private","HSgrad","Married","Blue_Collar",263647.11,"Female",0,42,13944,1
"5585013",40,"Government","HSgrad","Married","Service",96688.71,"Male",0,40,0,0
"5586645",18,"Private","College","Absent","Service",149844.73,"Male",0,16,0,0
"5592627",44,"Private","College","Married","Service",50115.03,"Male",0,60,0,0
"5593596",31,"Private","HSgrad","Absent","White_Collar",51203.16,"Female",0,50,0,0
"5593943",24,"Private","College","Absent","Blue_Collar",27822.71,"Female",0,45,0,0
"5601444",35,"Private","HSgrad","Married","White_Collar",60899.02,"Male",0,48,0,0
"5606961",52,"Private","College","Married","White_Collar",39134.45,"Male",0,60,0,0
"5607617",19,"Private","College","Absent","Service",61766.53,"Female",0,25,0,0
"5610373",29,"Private","HSgrad","Absent","Blue_Collar",84121.07,"Male",0,50,0,0
"5619780",67,"SelfEmp_Other","College","Widowed","Other_Unknown",44659.18,"Female",0,1,0,0
"5623955",27,"Government","HSgrad","Married","Service",66816.56,"Male",0,40,0,0
"5624610",49,"Private","College","Married","White_Collar",27486.02,"Male",0,40,0,0
"5624618",21,"Private","College","Absent","Service",68020.6,"Male",0,30,0,0
"5629492",54,"Private","Pre_HS","Married","Service",51084.22,"Male",0,35,0,0
"5629741",75,"SelfEmp_Other","HSgrad","Married","White_Collar",26317.48,"Male",0,26,0,0
"5629974",30,"Private","Pre_HS","Absent","Blue_Collar",45892.78,"Male",0,40,0,0
"5634257",44,"Government","Bachelor","Married","Professional",60894.18,"Male",1902,40,2582,1
"5637157",18,"Private","College","Absent","Service",157404.51,"Female",0,25,0,0
"5639745",48,"Private","HSgrad","Divorced","White_Collar",239767.24,"Female",0,37,0,0
"5649072",30,"SelfEmp_Other","HSgrad","Married","Blue_Collar",50969.27,"Male",1887,48,7978,1
"5649375",37,"Private","Bachelor","Absent","White_Collar",79468.38,"Male",0,60,0,1
"5649712",33,"Private","Bachelor","Married","White_Collar",66616.76,"Male",0,50,0,1
"5651378",36,"Private","HSgrad","Absent","Blue_Collar",100171.69,"Male",0,65,0,0
"5656173",33,"Private","College","Unmarried","White_Collar",110517.33,"Female",0,40,0,0
"5660878",33,"Private","Bachelor","Married","Professional",43867.42,"Male",0,75,15024,1
"5667613",37,"Consultant","Pre_HS","Absent","Blue_Collar",154025.31,"Male",0,37,0,0
"5676649",47,"Consultant","Pre_HS","Divorced","White_Collar",123669.96,"Female",0,55,0,0
"5682046",56,"Private","HSgrad","Absent","White_Collar",36985.48,"Female",0,38,0,0
"5689746",48,"Government","HSgrad","Married","White_Collar",23457.66,"Male",0,38,7298,1
"5692322",23,"Private","Bachelor","Absent","Service",99024.29,"Female",0,40,0,0
"5694516",51,"Government","Bachelor","Married","Professional",35189.66,"Male",0,40,15024,1
"5695998",42,"Private","HSgrad","Married","White_Collar",23637.85,"Male",0,48,0,0
"5699057",37,"Private","College","Married","White_Collar",50264.74,"Male",0,40,0,0
"5724484",33,"Private","Bachelor","Married","White_Collar",49895.96,"Male",0,45,11236,1
"5725170",26,"Private","College","Absent","Professional",66656.23,"Female",0,35,0,0
"5731876",35,"Private","Bachelor","Divorced","White_Collar",76610.29,"Female",0,40,0,0
"5732672",57,"Government","College","Divorced","Service",52295.23,"Male",0,40,0,0
"5733981",28,"Private","HSgrad","Married","Service",64633.82,"Male",0,45,4626,1
"5737573",33,"Private","HSgrad","Absent","Service",61253.63,"Male",0,40,0,0
"5739472",42,"Government","College","Divorced","Professional",42782.43,"Male",0,40,0,0
"5743147",22,"Private","College","Absent","Service",65127.04,"Male",0,50,0,0
"5747351",33,"Private","Bachelor","Married","Service",44356.81,"Male",0,15,0,0
"5756084",78,"SelfEmp_Other","College","Widowed","Other_Unknown",87209.25,"Female",0,4,0,0
"5761158",41,"Private","HSgrad","Married","Blue_Collar",59515.36,"Male",0,40,0,0
"5774108",20,"Private","College","Absent","Blue_Collar",97111.81,"Male",0,40,0,0
"5775093",41,"Private","Bachelor","Married","Professional",45246.6,"Male",0,60,0,0
"5777238",24,"Government","Bachelor","Absent","Professional",65624.31,"Male",0,20,0,0
"5781174",41,"Government","Bachelor","Divorced","Professional",122572.32,"Female",0,40,0,0
"5781339",48,"Private","College","Married","Service",42012.18,"Male",0,45,1418,1
"5785387",40,"Consultant","Bachelor","Unmarried","White_Collar",136067.1,"Female",0,20,0,0
"5789633",57,"Private","HSgrad","Married","White_Collar",35210.77,"Male",0,40,0,0
"5803773",24,"Private","College","Absent","Blue_Collar",87199.48,"Male",0,40,0,0
"5804397",37,"Private","HSgrad","Divorced","White_Collar",162411.8,"Female",0,45,0,0
"5806158",34,"Consultant","College","Divorced","White_Collar",201606.08,"Female",0,50,0,0
"5808981",53,"Private","College","Married","White_Collar",31969.17,"Male",0,50,5815,1
"5810743",25,"Private","College","Unmarried","White_Collar",98744.64,"Male",0,40,0,0
"5811179",45,"Government","Bachelor","Married","Professional",31682.89,"Male",0,60,9853,1
"5814172",57,"Private","Pre_HS","Widowed","Service",299857.24,"Male",0,52,0,0
"5815613",39,"Private","HSgrad","Unmarried","White_Collar",82367.92,"Female",0,20,0,0
"5816381",45,"Consultant","College","Married","White_Collar",27896.05,"Male",0,80,0,0
"5820306",62,"SelfEmp_Other","Pre_HS","Absent","Other_Unknown",302520.43,"Female",0,40,0,0
"5836240",43,"Private","Bachelor","Married","White_Collar",326956.83,"Female",0,32,15024,1
"5837028",21,"Private","College","Absent","Service",290175.87,"Female",0,20,0,0
"5841031",46,"Private","College","Divorced","Blue_Collar",216606.07,"Male",0,40,0,0
"5841146",64,"SelfEmp_Other","Pre_HS","Widowed","Other_Unknown",83849.61,"Female",0,35,0,0
"5848103",50,"Private","HSgrad","Married","Blue_Collar",15828.78,"Male",0,45,0,0
"5848478",26,"Private","College","Absent","Blue_Collar",105608.42,"Male",0,48,0,0
"5853392",56,"Private","Bachelor","Married","Professional",44065.89,"Male",0,40,5885,1
"5854012",44,"Private","Bachelor","Married","Service",25134.57,"Male",0,40,0,0
"5866998",42,"Private","Pre_HS","Absent","Service",70018.35,"Male",0,40,0,0
"5867705",40,"Consultant","Bachelor","Married","Blue_Collar",49315.87,"Male",0,30,0,0
"5872618",18,"SelfEmp_Other","College","Absent","Other_Unknown",33319.52,"Female",0,30,0,0
"5875221",20,"Private","College","Absent","White_Collar",176057.51,"Female",0,35,0,0
"5877064",55,"Private","HSgrad","Divorced","White_Collar",53682.58,"Female",0,40,0,0
"5887435",35,"Private","HSgrad","Divorced","Blue_Collar",255402.74,"Female",0,48,0,0
"5891316",42,"Government","Pre_HS","Married","Blue_Collar",29954.32,"Male",0,40,99999,1
"5896520",48,"Consultant","College","Married","Blue_Collar",20470.36,"Male",0,40,7688,1
"5899148",41,"Government","HSgrad","Divorced","Service",67000.93,"Male",0,40,7854,1
"5904305",26,"Private","Pre_HS","Absent","Blue_Collar",320098.1,"Male",0,40,0,0
"5928257",17,"Private","Pre_HS","Absent","Blue_Collar",152721.29,"Male",0,40,0,0
"5929239",50,"Private","College","Married","Service",32743.27,"Male",0,38,12879,1
"5929365",32,"Private","HSgrad","Married","Service",31291.31,"Female",0,36,0,0
"5929761",49,"Government","HSgrad","Married","Professional",22596.58,"Male",0,40,16624,1
"5931627",26,"Private","College","Married","Service",64051.32,"Male",0,40,3103,1
"5942012",21,"Private","HSgrad","Absent","Service",107175.8,"Male",0,40,0,0
"5948701",55,"Government","Bachelor","Married","White_Collar",51108.26,"Male",0,60,716,1
"5958246",24,"Private","HSgrad","Unmarried","Blue_Collar",219602.18,"Female",0,40,0,0
"5962521",32,"Private","Pre_HS","Married","Service",30080.78,"Male",0,50,0,0
"5962648",39,"Private","Bachelor","Married","Professional",205185.99,"Female",0,32,7688,1
"5974099",46,"Private","Bachelor","Absent","Service",73276.12,"Male",1002.666667,40,0,0
"5977157",44,"Private","Pre_HS","Divorced","Blue_Collar",80946.05,"Male",0,48,0,0
"5994090",47,"Private","Bachelor","Divorced","White_Collar",14774.29,"Male",2258,40,153,1
"5995267",19,"SelfEmp_Other","College","Absent","Other_Unknown",97296.29,"Male",0,40,0,0
"5995733",49,"Private","HSgrad","Married","Blue_Collar",28082.43,"Male",0,50,0,0
"5996374",45,"Private","Pre_HS","Unmarried","Service",125594.01,"Female",0,40,0,0
"6000482",47,"Government","College","Married","Service",31008.6,"Male",1887,40,0,1
"6004884",29,"Private","Pre_HS","Divorced","Blue_Collar",109341.58,"Female",0,25,0,0
"6010946",56,"Government","College","Widowed","White_Collar",91953.88,"Female",0,40,0,0
"6015309",33,"Private","Bachelor","Absent","Professional",106946.9,"Female",0,40,0,0
"6019216",24,"Private","College","Married","White_Collar",324427.42,"Female",0,40,0,0
"6031385",42,"Private","Bachelor","Absent","White_Collar",59071.62,"Male",0,55,0,1
"6031535",46,"Private","College","Divorced","White_Collar",248376.07,"Female",0,45,0,0
"6035110",23,"Private","Bachelor","Absent","White_Collar",39308.66,"Female",0,40,0,0
"6041187",54,"Private","HSgrad","Divorced","Service",218259.97,"Female",0,35,0,0
"6051891",51,"Government","HSgrad","Divorced","Service",274195.24,"Male",0,52,0,0
"6061095",59,"Private","College","Married","Service",34268.74,"Male",0,56,0,0
"6070900",40,"Government","Bachelor","Married","White_Collar",45738.2,"Female",0,20,0,0
"6078926",44,"Private","College","Married","White_Collar",411783.25,"Female",2415,6,3636,1
"6085798",30,"Government","Bachelor","Absent","White_Collar",14717.12,"Female",0,35,0,0
"6087204",49,"Private","Bachelor","Divorced","White_Collar",37328.8,"Female",0,40,0,0
"6089024",34,"Private","Bachelor","Married","Professional",19430.06,"Male",0,45,7218,1
"6093447",36,"Private","HSgrad","Divorced","Blue_Collar",273806.89,"Male",0,40,0,0
"6095275",31,"Private","Bachelor","Absent","Professional",186734,"Male",0,25,0,0
"6105722",33,"Private","Bachelor","Unmarried","Service",27040.44,"Female",0,50,23364,1
"6109853",22,"Private","Pre_HS","Married","Blue_Collar",37129.41,"Female",0,40,0,0
"6117508",44,"SelfEmp_Other","College","Married","White_Collar",26368.58,"Male",0,50,0,0
"6143355",51,"Private","HSgrad","Divorced","Service",80149.55,"Female",0,40,0,0
"6145953",25,"Consultant","HSgrad","Absent","Blue_Collar",86818.55,"Male",0,35,0,0
"6148007",28,"Private","College","Married","White_Collar",40040.97,"Male",0,40,0,0
"6150789",46,"Government","Bachelor","Divorced","Professional",79516.72,"Male",0,40,0,0
"6156010",32,"Private","Pre_HS","Absent","Service",108352.29,"Male",0,40,0,0
"6163508",22,"Private","College","Absent","Professional",211440.82,"Female",0,35,0,0
"6164260",21,"Government","College","Absent","White_Collar",281632.06,"Female",0,35,0,0
"6177453",51,"Private","HSgrad","Widowed","Blue_Collar",6254.08,"Female",0,40,0,0
"6178299",21,"Private","College","Absent","Professional",53839.35,"Female",0,10,0,0
"6182397",31,"Private","College","Unmarried","Service",54136.12,"Female",0,50,0,0
"6184467",27,"Private","HSgrad","Unmarried","Blue_Collar",158854.09,"Male",0,40,0,0
"6196725",47,"Consultant","Bachelor","Absent","White_Collar",45235.56,"Male",0,45,10520,1
"6213056",34,"Private","Pre_HS","Absent","Service",75278.41,"Male",0,30,0,0
"6213419",45,"Private","Bachelor","Married","White_Collar",27440.92,"Male",0,32,0,0
"6215935",63,"Private","College","Married","Professional",255158.97,"Female",0,12,0,0
"6218199",41,"Consultant","Bachelor","Divorced","Service",266799.71,"Male",0,5,404,1
"6219246",68,"Private","Bachelor","Married","White_Collar",7615.01,"Male",2392,40,4471,1
"6220769",20,"Private","HSgrad","Absent","Service",187376.57,"Male",0,30,0,0
"6226732",54,"Government","HSgrad","Married","White_Collar",30247.86,"Male",0,40,5178,1
"6232719",21,"Private","College","Absent","Service",84172.5,"Male",0,15,0,0
"6233278",37,"Private","HSgrad","Divorced","Blue_Collar",88184.56,"Male",0,40,14344,1
"6238456",47,"Government","College","Married","Blue_Collar",44977.52,"Male",0,45,0,0
"6242934",34,"SelfEmp_Other","HSgrad","Absent","Blue_Collar",80118.68,"Male",0,55,0,0
"6251763",60,"Private","HSgrad","Married","Blue_Collar",31613.91,"Male",0,45,9700,1
"6253982",33,"Private","HSgrad","Absent","White_Collar",45945.08,"Male",0,35,0,0
"6260817",21,"Private","College","Absent","Service",119419.36,"Male",0,25,0,0
"6266668",47,"Private","College","Married","White_Collar",27878.89,"Male",0,45,0,0
"6267121",39,"Consultant","Bachelor","Divorced","White_Collar",110807.71,"Male",1174.666667,40,0,0
"6269348",17,"Private","Pre_HS","Absent","White_Collar",186407.12,"Female",0,20,0,0
"6271413",30,"Private","HSgrad","Divorced","Service",89889.54,"Female",0,40,0,0
"6282967",46,"Private","College","Divorced","Professional",222602.99,"Female",0,40,0,0
"6285176",41,"Private","HSgrad","Married","White_Collar",30387.96,"Male",1485,40,4790,1
"6286728",49,"Government","Bachelor","Married","Service",40390.4,"Male",0,40,6541,1
"6291531",21,"Private","Pre_HS","Married","Service",26203.8,"Male",0,25,0,0
"6291688",39,"Private","Bachelor","Married","Professional",48397.41,"Male",0,40,0,1
"6296085",19,"Private","College","Absent","Service",262216.35,"Male",0,35,0,0
"6297330",25,"Private","College","Absent","Service",87891.89,"Female",0,25,0,0
"6298186",17,"Private","Pre_HS","Absent","Professional",69450.11,"Female",0,20,0,0
"6298614",40,"Consultant","College","Married","Professional",19246.93,"Male",0,20,0,0
"6308196",17,"Private","Pre_HS","Absent","Service",123234.32,"Female",0,18,0,0
"6313114",43,"Private","Bachelor","Married","White_Collar",44396.52,"Male",0,45,5953,1
"6314607",41,"Government","Bachelor","Absent","Professional",79574.26,"Female",0,40,0,0
"6326706",27,"Private","College","Married","Blue_Collar",7523.49,"Male",0,45,0,0
"6334877",27,"Private","HSgrad","Married","Blue_Collar",33482.58,"Male",0,40,0,0
"6341121",42,"Government","Bachelor","Divorced","White_Collar",122454.68,"Male",0,40,0,0
"6351444",58,"Consultant","Bachelor","Married","White_Collar",65218.08,"Male",0,70,7453,1
"6352899",18,"Government","College","Absent","White_Collar",210210.74,"Male",0,10,0,0
"6353107",31,"Private","HSgrad","Married","Blue_Collar",24317.92,"Male",0,40,7564,1
"6354117",35,"Private","Pre_HS","Married","Blue_Collar",33288.27,"Male",0,40,0,0
"6354574",22,"Private","Bachelor","Absent","White_Collar",29168.49,"Female",0,60,0,0
"6358616",21,"Private","College","Absent","Service",181792.59,"Male",0,40,0,0
"6365793",57,"Private","College","Married","Blue_Collar",32196.18,"Male",1114.666667,45,0,0
"6367404",65,"SelfEmp_Other","HSgrad","Unmarried","Other_Unknown",23381.42,"Female",0,40,0,0
"6371302",30,"SelfEmp_Other","College","Married","Other_Unknown",53338.36,"Male",0,40,0,0
"6373170",28,"Private","College","Absent","Service",120733.61,"Male",0,35,0,0
"6382382",50,"Government","College","Married","Service",37962.18,"Male",0,52,6109,1
"6382543",32,"Private","HSgrad","Married","Blue_Collar",15164.11,"Male",0,40,0,0
"6383075",29,"Government","College","Married","Service",51829.17,"Male",0,42,6827,1
"6387914",52,"SelfEmp_Other","College","Married","White_Collar",49603.87,"Male",0,40,0,0
"6394641",22,"Private","Bachelor","Absent","Service",37698.03,"Male",0,40,0,0
"6396893",21,"Private","HSgrad","Absent","Blue_Collar",178244.47,"Male",0,45,0,0
"6398717",26,"Government","HSgrad","Married","Service",65467.15,"Male",0,40,3103,1
"6403212",18,"Private","HSgrad","Absent","Service",146765.89,"Female",0,25,0,0
"6408353",28,"SelfEmp_Other","Bachelor","Absent","Service",48440.5,"Male",0,50,0,0
"6414266",35,"Private","HSgrad","Unmarried","White_Collar",108079.3,"Female",0,40,0,0
"6417493",18,"Government","Pre_HS","Absent","White_Collar",52620.88,"Female",0,25,0,0
"6426269",58,"Consultant","Bachelor","Married","Blue_Collar",29092.74,"Male",0,35,0,0
"6431201",33,"Private","Bachelor","Married","Service",31869.31,"Male",0,40,0,0
"6432495",54,"Private","HSgrad","Divorced","Service",70799.11,"Male",0,45,0,0
"6434496",49,"Private","Bachelor","Absent","Professional",236243.16,"Female",0,40,0,0
"6436310",33,"Consultant","College","Married","Professional",29214.04,"Male",0,60,10186,1
"6438023",26,"Private","College","Absent","Service",80133.84,"Female",0,37,0,0
"6439575",28,"Private","College","Absent","Blue_Collar",73042.19,"Male",0,42,0,0
"6441581",60,"SelfEmp_Other","HSgrad","Married","Other_Unknown",36752.61,"Male",0,40,0,0
"6454594",32,"Private","HSgrad","Married","Service",25421.23,"Male",0,49,0,0
"6462030",28,"Private","HSgrad","Absent","Blue_Collar",222955.79,"Male",0,40,0,0
"6463531",32,"Government","Bachelor","Absent","Professional",42738.27,"Female",0,40,0,0
"6470678",20,"Private","College","Absent","Blue_Collar",237399.45,"Male",0,40,0,0
"6474123",34,"Private","HSgrad","Unmarried","Service",74884.8,"Female",0,35,0,0
"6482240",19,"SelfEmp_Other","College","Absent","Other_Unknown",197442.55,"Male",0,30,0,0
"6485283",39,"Government","College","Absent","White_Collar",88990.52,"Male",0,42,0,0
"6491065",28,"Consultant","College","Absent","Blue_Collar",53602.12,"Male",0,40,0,0
"6496576",43,"Consultant","HSgrad","Married","White_Collar",41057.13,"Male",0,35,4475,1
"6498054",54,"Private","Bachelor","Married","White_Collar",41640.76,"Male",0,40,0,0
"6507056",49,"SelfEmp_Other","Bachelor","Married","Service",26814.36,"Male",0,52,1121,1
"6507455",25,"Government","College","Married","White_Collar",30136.22,"Male",0,40,7806,1
"6522006",67,"Private","HSgrad","Married","Blue_Collar",20795.19,"Male",0,24,0,0
"6529702",41,"Private","College","Married","Blue_Collar",44047.47,"Male",0,40,0,0
"6535879",47,"Consultant","HSgrad","Married","Blue_Collar",46025.74,"Male",0,60,0,0
"6536944",67,"Government","Pre_HS","Married","Service",22444.12,"Male",0,35,0,0
"6537728",43,"Private","HSgrad","Divorced","White_Collar",67762.49,"Female",0,40,0,0
"6538502",59,"Private","Pre_HS","Divorced","Service",86286.36,"Female",0,35,0,0
"6554660",50,"Government","Bachelor","Married","White_Collar",21877.61,"Male",0,45,1998,1
"6555282",25,"Private","Bachelor","Absent","Professional",42731.95,"Female",0,30,0,0
"6556820",38,"SelfEmp_Other","College","Married","White_Collar",33819.31,"Male",0,80,4689,1
"6559661",42,"Private","HSgrad","Divorced","Blue_Collar",227938,"Male",0,45,0,0
"6563907",38,"Private","Bachelor","Married","Service",38806.82,"Male",0,70,9620,1
"6564460",23,"Private","College","Married","Blue_Collar",22414.56,"Male",0,40,0,0
"6570527",55,"Private","College","Divorced","Blue_Collar",166688.97,"Male",0,40,0,0
"6572013",63,"Private","College","Married","Professional",64783.02,"Male",0,40,0,0
"6572508",46,"Private","HSgrad","Divorced","White_Collar",104290.58,"Female",0,40,0,0
"6576501",49,"Government","College","Married","Blue_Collar",63313.46,"Male",0,40,7671,1
"6577980",38,"Consultant","Bachelor","Married","Service",43817.71,"Male",0,10,0,0
"6585511",51,"Private","College","Divorced","White_Collar",129293.56,"Female",0,36,0,0
"6586962",27,"Private","College","Divorced","White_Collar",138057.33,"Female",0,36,0,0
"6595167",29,"Private","Bachelor","Absent","Professional",70124.79,"Male",0,40,0,0
"6595583",27,"Private","HSgrad","Absent","Service",76028.48,"Female",0,30,0,0
"6596347",58,"Private","HSgrad","Widowed","White_Collar",36556.06,"Female",0,40,0,1
"6601255",26,"Private","College","Absent","Service",208069.61,"Male",0,40,0,0
"6601394",37,"SelfEmp_Other","HSgrad","Absent","Service",130515.3,"Male",0,50,0,0
"6603701",17,"Private","Pre_HS","Absent","White_Collar",139318.3,"Female",0,30,0,0
"6606437",41,"Private","College","Married","Blue_Collar",14830.56,"Male",0,40,0,0
"6606573",40,"Private","HSgrad","Married","Service",19820.71,"Male",0,60,5466,1
"6614665",49,"Private","HSgrad","Divorced","Service",107359.44,"Female",0,40,0,0
"6621317",29,"Consultant","HSgrad","Absent","Blue_Collar",65563.06,"Male",0,40,0,0
"6629884",28,"Private","HSgrad","Absent","White_Collar",92214.5,"Female",0,45,0,0
"6633473",29,"Private","HSgrad","Absent","Blue_Collar",100675.3,"Male",0,30,0,0
"6636742",55,"Private","Bachelor","Divorced","Professional",42878.48,"Female",0,40,16391,1
"6636978",38,"Private","Bachelor","Married","Blue_Collar",57242.66,"Male",0,40,0,0
"6639239",26,"Private","HSgrad","Married","Blue_Collar",35710.59,"Male",0,48,0,0
"6646979",38,"Private","Pre_HS","Unmarried","White_Collar",92373.12,"Male",2513.333333,40,0,0
"6656952",46,"Private","Bachelor","Married","Professional",22079.26,"Male",0,60,0,0
"6669485",26,"Private","HSgrad","Unmarried","White_Collar",143592.32,"Female",0,40,0,0
"6681809",30,"Private","HSgrad","Absent","White_Collar",158342.9,"Female",0,40,0,0
"6702088",39,"Private","College","Married","Blue_Collar",30240.16,"Male",0,50,0,0
"6711050",23,"Private","Bachelor","Absent","Professional",84181.82,"Female",0,25,0,0
"6719476",26,"Private","College","Absent","White_Collar",152472.6,"Female",0,35,0,0
"6720873",44,"SelfEmp_Other","HSgrad","Married","Blue_Collar",25034.02,"Male",0,60,0,0
"6724561",22,"Private","Pre_HS","Absent","Service",208699.78,"Female",0,25,0,0
"6728896",45,"Government","Bachelor","Married","Service",50436.31,"Male",0,50,7421,1
"6733480",23,"Private","College","Absent","Professional",78077.34,"Male",0,45,0,0
"6737089",26,"Private","HSgrad","Married","Service",30931.27,"Male",0,50,-615,1
"6737946",33,"Private","College","Married","Service",49145.19,"Male",0,41,0,0
"6740044",24,"Private","HSgrad","Absent","Blue_Collar",63970.56,"Male",0,40,0,0
"6740984",19,"Private","Pre_HS","Absent","Service",144232.11,"Female",0,19,0,0
"6756331",41,"Private","College","Absent","Blue_Collar",81531.13,"Male",938.6666667,40,0,0
"6756931",43,"Private","Bachelor","Married","White_Collar",20400.44,"Male",0,40,7168,1
"6763481",47,"Private","Bachelor","Married","Professional",33212.24,"Male",0,50,15024,1
"6764608",43,"Consultant","Bachelor","Married","Blue_Collar",35063.55,"Male",0,70,4642,1
"6766440",45,"Private","College","Divorced","Service",139372.43,"Female",0,40,0,0
"6779285",66,"SelfEmp_Other","Pre_HS","Married","Service",34211.62,"Male",0,30,0,0
"6783256",49,"Private","Pre_HS","Married","Blue_Collar",34112.18,"Female",0,40,0,0
"6788864",27,"Government","HSgrad","Absent","Service",131137.04,"Male",0,40,0,0
"6792750",41,"Private","Bachelor","Married","Professional",26979.5,"Male",0,45,16585,1
"6794405",51,"Private","HSgrad","Married","Service",40723.57,"Male",0,40,0,0
"6797266",38,"Consultant","Pre_HS","Married","Service",51278.53,"Male",0,40,0,0
"6800883",23,"Private","College","Absent","Service",151272.95,"Male",0,40,0,0
"6805457",29,"Private","College","Absent","Blue_Collar",54552.07,"Male",0,35,0,0
"6809170",68,"Private","Pre_HS","Divorced","Service",80147.58,"Male",0,20,0,0
"6810520",22,"Government","College","Absent","White_Collar",6457.27,"Female",0,40,0,0
"6812585",22,"Private","Pre_HS","Absent","Service",104047.17,"Female",0,30,0,0
"6813929",35,"Private","Bachelor","Married","Professional",37877.87,"Male",0,60,0,0
"6814094",24,"Consultant","HSgrad","Absent","Service",139747.38,"Male",0,30,0,0
"6818664",24,"Private","College","Absent","Blue_Collar",236105.65,"Male",0,30,0,0
"6823445",24,"Private","Pre_HS","Absent","Service",199405.44,"Male",0,40,0,0
"6827791",19,"Private","HSgrad","Absent","Service",64057.01,"Female",0,30,0,0
"6833299",53,"Private","Pre_HS","Married","White_Collar",90234.74,"Female",0,40,0,0
"6834651",20,"Private","College","Absent","Service",83320.74,"Female",0,20,0,0
"6854663",66,"Private","HSgrad","Widowed","Service",82304.62,"Female",0,18,0,0
"6856705",22,"Government","HSgrad","Absent","White_Collar",142682.71,"Male",0,40,0,0
"6861865",27,"Private","College","Absent","Professional",113236.64,"Female",0,40,0,0
"6864653",49,"Private","HSgrad","Married","Blue_Collar",28246.82,"Male",0,25,0,0
"6866521",48,"Private","College","Unmarried","Service",89533.28,"Female",0,35,0,0
"6870558",39,"SelfEmp_Other","HSgrad","Divorced","Blue_Collar",69184.43,"Male",0,60,0,0
"6879714",26,"Private","Bachelor","Absent","Professional",78180.06,"Male",0,50,0,0
"6880965",37,"Consultant","College","Married","Blue_Collar",44108.58,"Male",0,45,0,0
"6894643",40,"Private","HSgrad","Divorced","White_Collar",181816.26,"Female",0,38,0,0
"6898346",23,"Private","College","Absent","Service",138686.32,"Female",0,25,0,0
"6901831",32,"Private","College","Married","Blue_Collar",50724.41,"Male",0,40,0,0
"6903140",30,"Private","Bachelor","Married","Service",34798.57,"Male",0,40,0,0
"6903317",17,"Private","Pre_HS","Absent","Service",192993.34,"Female",0,40,0,0
"6910859",39,"Private","College","Married","Service",271169.59,"Female",0,15,0,0
"6911067",30,"Private","College","Divorced","White_Collar",219562.46,"Female",0,24,0,0
"6914064",62,"Private","College","Divorced","Service",30741.98,"Male",0,40,0,0
"6915045",34,"Private","Bachelor","Married","White_Collar",63952.56,"Male",0,55,3103,1
"6921197",54,"Private","Bachelor","Married","Service",17770.94,"Male",0,25,2992,1
"6924609",70,"Consultant","Bachelor","Married","White_Collar",6642.99,"Male",2246,8,7387,1
"6941838",28,"Private","HSgrad","Absent","White_Collar",110747.81,"Male",0,40,0,0
"6952978",25,"Private","Bachelor","Absent","Service",79994.06,"Male",0,65,0,0
"6958310",38,"Private","Bachelor","Married","Professional",27677.84,"Male",0,50,7298,1
"6965390",61,"Private","HSgrad","Married","White_Collar",47715.87,"Male",0,3,0,0
"6968450",18,"Private","Pre_HS","Absent","Service",82780.21,"Female",0,30,0,0
"6971886",38,"Private","Bachelor","Divorced","Service",56310.23,"Female",0,60,0,0
"6972471",47,"Government","Bachelor","Married","Service",31145.28,"Male",0,40,0,0
"6972761",44,"Government","College","Married","White_Collar",36891,"Male",0,40,6545,1
"7016349",36,"Private","HSgrad","Absent","White_Collar",69718.88,"Female",0,40,0,0
"7017016",29,"SelfEmp_Other","HSgrad","Unmarried","Other_Unknown",228913.53,"Female",0,20,0,0
"7025539",21,"Private","HSgrad","Absent","Blue_Collar",146282.46,"Male",0,38,0,0
"7037101",29,"Private","Bachelor","Married","Service",40596.39,"Male",0,40,0,0
"7037845",20,"Private","College","Absent","Professional",141235.48,"Female",0,15,0,0
"7047262",36,"Government","HSgrad","Married","White_Collar",36509.39,"Male",0,40,0,0
"7048772",25,"Private","College","Married","Professional",39876.3,"Male",0,45,0,0
